k_sym,n_total,size_tag,data_size,seed,model,loss,symmetry_error,n_params
4,4,small,500,1,vanilla,166.50906372070312,19.723454093933107,3952
4,4,small,500,1,vanilla_aug,158.6679229736328,9.626967620849609,3952
4,4,small,500,1,shared,87.99882507324219,6.67083593225426e-12,804
4,4,small,500,1,shared_aug,98.55506896972656,7.180877420465137e-12,804
4,4,small,500,2,vanilla,362.96051025390625,134.7329246520996,3952
4,4,small,500,2,vanilla_aug,149.25482177734375,27.292860984802246,3952
4,4,small,500,2,shared,116.06260681152344,1.226412929544729e-11,804
4,4,small,500,2,shared_aug,107.32776641845703,1.0071663988919788e-11,804
4,4,small,500,3,vanilla,602.8033447265625,54.170600700378415,3952
4,4,small,500,3,vanilla_aug,701.8738403320312,26.296832275390624,3952
4,4,small,500,3,shared,515.478759765625,1.1805621042380865e-12,804
4,4,small,500,3,shared_aug,514.98974609375,1.2635432630747622e-12,804
4,4,small,500,4,vanilla,337.6647644042969,169.457177734375,3952
4,4,small,500,4,vanilla_aug,356.8184814453125,47.09787788391113,3952
4,4,small,500,4,shared,478.2329406738281,6.807299168798408e-12,804
4,4,small,500,4,shared_aug,477.4907531738281,7.487415722151613e-12,804
4,4,small,2000,0,vanilla,1658.4005126953125,764.3068405151367,3952
4,4,small,2000,0,vanilla_aug,1542.00341796875,286.2441833496094,3952
4,4,small,2000,0,shared,1217.869384765625,6.916280187452272e-11,804
4,4,small,2000,0,shared_aug,1210.30517578125,6.430719637351423e-11,804
4,4,small,2000,1,vanilla,1360.8343505859375,1149.7299438476562,3952
4,4,small,2000,1,vanilla_aug,314.8148498535156,125.91500854492188,3952
4,4,small,2000,1,shared,808.1988525390625,1.3659474384919434e-10,804
4,4,small,2000,1,shared_aug,966.8400268554688,1.161183649234232e-10,804
4,4,small,2000,2,vanilla,2208.284912109375,744.3957214355469,3952
4,4,small,2000,2,vanilla_aug,2217.540283203125,424.4476257324219,3952
4,4,small,2000,2,shared,1349.8553466796875,6.931098472939823e-11,804
4,4,small,2000,2,shared_aug,1530.8609619140625,5.134364114423029e-11,804
4,4,small,2000,3,vanilla,5420.38427734375,3980.567987060547,3952
4,4,small,2000,3,vanilla_aug,3980.970703125,3358.660546875,3952
4,4,small,2000,3,shared,8186.22314453125,3.801280901161164e-10,804
4,4,small,2000,3,shared_aug,8090.50048828125,4.067062658874576e-10,804
4,4,small,2000,4,vanilla,7981.8037109375,2688.615625,3952
4,4,small,2000,4,vanilla_aug,5181.8935546875,908.1311645507812,3952
4,4,small,2000,4,shared,3064.240966796875,5.556378579463229e-10,804
4,4,small,2000,4,shared_aug,2650.265625,6.853011380592023e-10,804
4,4,small,8000,0,vanilla,8708.0234375,4056.027227783203,3952
4,4,small,8000,0,vanilla_aug,1373.6036376953125,1552.81083984375,3952
4,4,small,8000,0,shared,1222.2154541015625,9.912000997758242e-10,804
4,4,small,8000,0,shared_aug,1223.5426025390625,9.462730155007648e-10,804
4,4,small,8000,1,vanilla,10650.2421875,29487.2333984375,3952
4,4,small,8000,1,vanilla_aug,4262.943359375,4740.484912109375,3952
4,4,small,8000,1,shared,6337.857421875,2.646249774862497e-09,804
4,4,small,8000,1,shared_aug,6895.15771484375,2.3707351193280603e-09,804
4,4,small,8000,2,vanilla,11717.990234375,13972.973486328125,3952
4,4,small,8000,2,vanilla_aug,4350.2119140625,5703.7232421875,3952
4,4,small,8000,2,shared,8422.63671875,1.5207678227824318e-09,804
4,4,small,8000,2,shared_aug,8539.6220703125,1.315454523087567e-09,804
4,4,small,8000,3,vanilla,1739.0869140625,2829.250894165039,3952
4,4,small,8000,3,vanilla_aug,770.0667114257812,1017.1748413085937,3952
4,4,small,8000,3,shared,448.691650390625,4.2462652283248305e-10,804
4,4,small,8000,3,shared_aug,438.544677734375,4.0450559568583344e-10,804
4,4,small,8000,4,vanilla,3085.50537109375,22008.461328125,3952
4,4,small,8000,4,vanilla_aug,1483.6748046875,1700.048876953125,3952
4,4,small,8000,4,shared,1118.6995849609375,7.765056486697119e-10,804
4,4,small,8000,4,shared_aug,814.7340698242188,7.948560143411498e-10,804
4,4,medium,500,0,vanilla,590.75,70.72951576709747,20272
4,4,medium,500,0,vanilla_aug,522.5829467773438,67.97571907043456,20272
4,4,medium,500,0,shared,586.142578125,7.695063683477166e-12,3028
4,4,medium,500,0,shared_aug,619.5372314453125,9.510457525674365e-12,3028
4,4,medium,500,1,vanilla,171.1088409423828,30.88155879974365,20272
4,4,medium,500,1,vanilla_aug,169.50164794921875,17.508009719848634,20272
4,4,medium,500,1,shared,105.45056915283203,2.1666364188877018e-11,3028
4,4,medium,500,1,shared_aug,209.22607421875,1.688387103737643e-11,3028
4,4,medium,500,2,vanilla,419.0254821777344,172.62067952156067,20272
4,4,medium,500,2,vanilla_aug,194.53147888183594,27.49192581176758,20272
4,4,medium,500,2,shared,152.3780517578125,4.7393872854017974e-11,3028
4,4,medium,500,2,shared_aug,142.34066772460938,4.785106755278434e-11,3028
4,4,medium,500,3,vanilla,751.37255859375,41.02147598266602,20272
4,4,medium,500,3,vanilla_aug,808.6116943359375,19.59458990097046,20272
4,4,medium,500,3,shared,557.2483520507812,3.784499449932532e-12,3028
4,4,medium,500,3,shared_aug,542.9157104492188,4.403134714475732e-12,3028
4,4,medium,500,4,vanilla,398.373291015625,180.32193145751953,20272
4,4,medium,500,4,vanilla_aug,387.515625,85.91476135253906,20272
4,4,medium,500,4,shared,394.1611022949219,2.338477224361757e-11,3028
4,4,medium,500,4,shared_aug,298.9810485839844,1.9121172353808725e-11,3028
4,4,medium,2000,0,vanilla,1640.36279296875,834.0469093322754,20272
4,4,medium,2000,0,vanilla_aug,1520.88720703125,366.5529098510742,20272
4,4,medium,2000,0,shared,2473.838623046875,4.845540524378578e-10,3028
4,4,medium,2000,0,shared_aug,2323.100341796875,4.1742833079005947e-10,3028
4,4,medium,2000,1,vanilla,1310.8656005859375,669.5998352050781,20272
4,4,medium,2000,1,vanilla_aug,383.27593994140625,135.0644989013672,20272
4,4,medium,2000,1,shared,1543.7908935546875,3.7108731087975856e-10,3028
4,4,medium,2000,1,shared_aug,1731.0858154296875,3.6731896413400024e-10,3028
4,4,medium,2000,2,vanilla,2079.8681640625,582.8998199462891,20272
4,4,medium,2000,2,vanilla_aug,1999.5675048828125,196.89994354248046,20272
4,4,medium,2000,2,shared,3791.773681640625,1.1655909570862377e-09,3028
4,4,medium,2000,2,shared_aug,2721.6435546875,2.3148795769145638e-09,3028
4,4,medium,2000,3,vanilla,6656.388671875,3110.5076232910155,20272
4,4,medium,2000,3,vanilla_aug,3412.86181640625,2704.682177734375,20272
4,4,medium,2000,3,shared,7745.4462890625,1.1733857219198285e-09,3028
4,4,medium,2000,3,shared_aug,7530.79541015625,1.250470305080853e-09,3028
4,4,medium,2000,4,vanilla,7911.43115234375,2302.0328369140625,20272
4,4,medium,2000,4,vanilla_aug,7360.275390625,1291.0570434570313,20272
4,4,medium,2000,4,shared,6356.56640625,3.664303693806659e-10,3028
4,4,medium,2000,4,shared_aug,5965.818359375,3.547615035071061e-10,3028
4,4,medium,8000,0,vanilla,8746.224609375,4158.126659393311,20272
4,4,medium,8000,0,vanilla_aug,3622.249755859375,2696.7003173828125,20272
4,4,medium,8000,0,shared,2953.21533203125,1.4180605578673067e-09,3028
4,4,medium,8000,0,shared_aug,3716.416259765625,1.613889910601074e-09,3028
4,4,medium,8000,1,vanilla,10480.4326171875,17870.666015625,20272
4,4,medium,8000,1,vanilla_aug,5298.9951171875,5390.1873046875,20272
4,4,medium,8000,1,shared,6939.33642578125,6.522166451361499e-09,3028
4,4,medium,8000,1,shared_aug,10495.115234375,6.115247508375887e-09,3028
4,4,medium,8000,2,vanilla,10800.8779296875,11281.70206298828,20272
4,4,medium,8000,2,vanilla_aug,5364.935546875,5099.519677734375,20272
4,4,medium,8000,2,shared,15330.2587890625,7.143031055534266e-09,3028
4,4,medium,8000,2,shared_aug,13644.830078125,7.750829489339139e-09,3028
4,4,medium,8000,3,vanilla,1515.7900390625,2214.863317871094,20272
4,4,medium,8000,3,vanilla_aug,740.839111328125,851.0574584960938,20272
4,4,medium,8000,3,shared,2193.541259765625,1.4023569860910357e-09,3028
4,4,medium,8000,3,shared_aug,2078.93359375,2.0133700706637113e-09,3028
4,4,medium,8000,4,vanilla,4015.992431640625,13076.145703125,20272
4,4,medium,8000,4,vanilla_aug,1566.197998046875,1991.6055419921875,20272
4,4,medium,8000,4,shared,5910.8955078125,2.5549448334771795e-09,3028
4,4,medium,8000,4,shared_aug,5569.53369140625,2.445616287261032e-09,3028
4,4,large,500,0,vanilla,584.867919921875,90.48492584228515,30304
4,4,large,500,0,vanilla_aug,487.5291442871094,25.66745529174805,30304
4,4,large,500,0,shared,418.4754943847656,4.1907270709184986e-11,6644
4,4,large,500,0,shared_aug,401.87457275390625,3.6463758401605875e-11,6644
4,4,large,500,1,vanilla,183.55581665039062,44.14890823364258,30304
4,4,large,500,1,vanilla_aug,196.5050811767578,5.7871194839477536,30304
4,4,large,500,1,shared,253.13357543945312,8.57272005119758e-12,6644
4,4,large,500,1,shared_aug,125.18052673339844,7.80746387679665e-12,6644
4,4,large,500,2,vanilla,416.4631652832031,169.6639699935913,30304
4,4,large,500,2,vanilla_aug,124.05017852783203,26.969304656982423,30304
4,4,large,500,2,shared,93.48035430908203,3.416147122126123e-11,6644
4,4,large,500,2,shared_aug,76.06197357177734,2.0366515418590582e-11,6644
4,4,large,500,3,vanilla,675.969970703125,44.17772026062012,30304
4,4,large,500,3,vanilla_aug,720.7901611328125,29.21463565826416,30304
4,4,large,500,3,shared,721.7777099609375,4.192404756686585e-11,6644
4,4,large,500,3,shared_aug,888.2693481445312,4.9867766860334226e-11,6644
4,4,large,500,4,vanilla,332.6314392089844,104.75773468017579,30304
4,4,large,500,4,vanilla_aug,354.5926818847656,36.40127296447754,30304
4,4,large,500,4,shared,170.5818328857422,3.780046275991822e-11,6644
4,4,large,500,4,shared_aug,211.94699096679688,3.153873065486756e-11,6644
4,4,large,2000,0,vanilla,1911.2381591796875,604.5866279602051,30304
4,4,large,2000,0,vanilla_aug,1176.7830810546875,93.83284301757813,30304
4,4,large,2000,0,shared,1682.068603515625,2.92264884516058e-10,6644
4,4,large,2000,0,shared_aug,898.797607421875,3.066484177693951e-10,6644
4,4,large,2000,1,vanilla,1282.8397216796875,826.8532775878906,30304
4,4,large,2000,1,vanilla_aug,319.4673767089844,131.9742904663086,30304
4,4,large,2000,1,shared,712.7224731445312,3.7124454899117865e-10,6644
4,4,large,2000,1,shared_aug,591.00048828125,3.050068808629902e-10,6644
4,4,large,2000,2,vanilla,2089.260009765625,946.2600830078125,30304
4,4,large,2000,2,vanilla_aug,2041.860107421875,287.1754974365234,30304
4,4,large,2000,2,shared,2302.104736328125,8.645552451724824e-09,6644
4,4,large,2000,2,shared_aug,2195.19482421875,2.530848242088268e-09,6644
4,4,large,2000,3,vanilla,6763.29052734375,2427.5454010009767,30304
4,4,large,2000,3,vanilla_aug,3813.368408203125,1598.3170654296875,30304
4,4,large,2000,3,shared,7907.25146484375,2.4536828124865906e-09,6644
4,4,large,2000,3,shared_aug,9210.00390625,1.825003304034567e-09,6644
4,4,large,2000,4,vanilla,6191.6650390625,1442.63662109375,30304
4,4,large,2000,4,vanilla_aug,5134.15185546875,616.4686584472656,30304
4,4,large,2000,4,shared,3480.620849609375,1.3010383215217303e-09,6644
4,4,large,2000,4,shared_aug,4761.58447265625,1.1984783609975125e-09,6644
4,4,large,8000,0,vanilla,6307.443359375,2558.690850830078,30304
4,4,large,8000,0,vanilla_aug,1285.3486328125,896.785009765625,30304
4,4,large,8000,0,shared,2669.17333984375,2.2972717506064553e-09,6644
4,4,large,8000,0,shared_aug,2279.517822265625,2.074384908290483e-09,6644
4,4,large,8000,1,vanilla,9064.7978515625,13979.761328125,30304
4,4,large,8000,1,vanilla_aug,1523.6015625,1635.78818359375,30304
4,4,large,8000,1,shared,10726.8623046875,1.3403327514538432e-08,6644
4,4,large,8000,1,shared_aug,9617.44140625,9.513340692990369e-09,6644
4,4,large,8000,2,vanilla,9186.6865234375,7561.5794921875,30304
4,4,large,8000,2,vanilla_aug,2041.69482421875,1671.9137451171875,30304
4,4,large,8000,2,shared,9692.767578125,5.79997605498761e-09,6644
4,4,large,8000,2,shared_aug,8618.8291015625,4.335172443248325e-09,6644
4,4,large,8000,3,vanilla,1644.1546630859375,1773.1770217895507,30304
4,4,large,8000,3,vanilla_aug,449.8542175292969,483.9246337890625,30304
4,4,large,8000,3,shared,1444.250732421875,1.1694139323559228e-09,6644
4,4,large,8000,3,shared_aug,1389.96044921875,1.0337875666621698e-09,6644
4,4,large,8000,4,vanilla,2941.08837890625,8746.783203125,30304
4,4,large,8000,4,vanilla_aug,935.2003173828125,840.720361328125,30304
4,4,large,8000,4,shared,1767.688720703125,3.011779314832097e-09,6644
4,4,large,8000,4,shared_aug,2200.327392578125,3.755171551489411e-09,6644
