n_block,data_size,seed,model,loss,symmetry_error,n_params
10,5000,2,shared,0.3681093156337738,7.820384097245725e-12,651
10,5000,2,vanilla_aug,1.409450650215149,0.37810438871383667,30801
10,5000,2,shared_aug,0.3234628438949585,1.7089499954048293e-11,651
10,5000,3,vanilla,5.171680927276611,2.341374635696411,30801
10,5000,3,shared,0.39026758074760437,1.9943959678192513e-11,651
10,5000,3,vanilla_aug,1.3850204944610596,0.33940377831459045,30801
10,5000,3,shared_aug,0.2349890172481537,8.043387136891234e-12,651
10,5000,4,vanilla,5.244393348693848,2.6483960151672363,30801
10,5000,4,shared,0.6742072701454163,2.2570452451464718e-11,651
10,5000,4,vanilla_aug,1.5921841859817505,0.29916122555732727,30801
10,5000,4,shared_aug,0.4920082688331604,3.5537974472921174e-12,651
10,10000,0,vanilla,2.285719633102417,1.4379384517669678,30801
10,10000,0,shared,0.5526766180992126,4.973232763105795e-12,651
10,10000,0,vanilla_aug,1.3480385541915894,0.31514495611190796,30801
10,10000,0,shared_aug,0.47581684589385986,3.1238217308021676e-12,651
10,10000,1,vanilla,4.176772594451904,2.3675475120544434,30801
10,10000,1,shared,0.2714540958404541,2.3472996116269407e-11,651
10,10000,1,vanilla_aug,1.3781514167785645,0.3757660984992981,30801
10,10000,1,shared_aug,0.8008291125297546,5.25674902912554e-12,651
10,10000,2,vanilla,4.794821262359619,1.9811437129974365,30801
10,10000,2,shared,0.25676801800727844,8.674809134912032e-12,651
10,10000,2,vanilla_aug,1.1326602697372437,0.3259173035621643,30801
10,10000,2,shared_aug,0.22533659636974335,1.8138494178865372e-11,651
10,10000,3,vanilla,4.89516019821167,1.8970190286636353,30801
10,10000,3,shared,0.4407513439655304,1.9247430038671354e-11,651
10,10000,3,vanilla_aug,1.1931664943695068,0.34905362129211426,30801
10,10000,3,shared_aug,0.3028237223625183,4.4301775789512554e-12,651
10,10000,4,vanilla,2.2393980026245117,1.387146234512329,30801
10,10000,4,shared,0.4747263789176941,2.181464384132248e-11,651
10,10000,4,vanilla_aug,1.5935131311416626,0.38364699482917786,30801
10,10000,4,shared_aug,0.2625584602355957,3.824887975789615e-11,651
20,50,0,vanilla,52.570106506347656,24.500377655029297,122401
20,50,0,shared,14.295066833496094,1.2514644702477096e-11,651
20,50,0,vanilla_aug,19.41240692138672,18.848800659179688,122401
20,50,0,shared_aug,3.8708834648132324,6.1118033377327574e-12,651
20,50,1,vanilla,50.22433853149414,51.9942512512207,122401
20,50,1,shared,1.8414100408554077,2.1555021656460838e-11,651
20,50,1,vanilla_aug,14.67040729522705,7.7817702293396,122401
20,50,1,shared_aug,85.86891174316406,8.44010972222975e-12,651
20,50,2,vanilla,52.31580352783203,26.5150203704834,122401
20,50,2,shared,3.3457236289978027,1.8644637916898077e-11,651
20,50,2,vanilla_aug,30.90602684020996,13.211257934570312,122401
20,50,2,shared_aug,2.8016104698181152,1.9208525395275622e-11,651
20,50,3,vanilla,34.692787170410156,40.379154205322266,122401
20,50,3,shared,15.307665824890137,1.564330782966028e-11,651
20,50,3,vanilla_aug,22.027734756469727,8.632084846496582,122401
20,50,3,shared_aug,20.33102035522461,6.4756021725398405e-12,651
20,50,4,vanilla,45.38289260864258,33.77952575683594,122401
20,50,4,shared,19.458385467529297,9.677021337028968e-12,651
20,50,4,vanilla_aug,43.84743118286133,13.125020027160645,122401
20,50,4,shared_aug,28.971654891967773,2.204614789336201e-11,651
20,100,0,vanilla,38.846187591552734,22.172822952270508,122401
20,100,0,shared,944.1002197265625,5.817567336134752e-16,651
20,100,0,vanilla_aug,32.34787368774414,6.196767330169678,122401
20,100,0,shared_aug,949.2408447265625,5.384580504761707e-17,651
20,100,1,vanilla,62.84552001953125,22.338022232055664,122401
20,100,1,shared,7.208459377288818,1.221564949888121e-11,651
20,100,1,vanilla_aug,29.637035369873047,11.498997688293457,122401
20,100,1,shared_aug,46.11524963378906,6.0481389861644086e-12,651
20,100,2,vanilla,25.701812744140625,25.791086196899414,122401
20,100,2,shared,2.479257822036743,1.8289935538318147e-11,651
20,100,2,vanilla_aug,24.99240493774414,21.325267791748047,122401
20,100,2,shared_aug,1.8205268383026123,1.7339513505576498e-11,651
20,100,3,vanilla,28.89552879333496,22.109737396240234,122401
20,100,3,shared,13.243306159973145,7.003108596498331e-12,651
20,100,3,vanilla_aug,21.7262020111084,7.358358860015869,122401
20,100,3,shared_aug,11.316943168640137,1.630951276809789e-11,651
20,100,4,vanilla,47.57564163208008,39.68073654174805,122401
20,100,4,shared,2.5385890007019043,1.9099387002508017e-11,651
20,100,4,vanilla_aug,51.173545837402344,9.990686416625977,122401
20,100,4,shared_aug,6.712550163269043,1.1677911242180539e-11,651
20,500,0,vanilla,28.08538055419922,11.026598930358887,122401
20,500,0,shared,4.382226943969727,7.699325552112946e-12,651
20,500,0,vanilla_aug,15.270537376403809,6.304508209228516,122401
20,500,0,shared_aug,2.1967411041259766,1.482794442786428e-11,651
20,500,1,vanilla,34.786590576171875,22.320764541625977,122401
20,500,1,shared,3.42044734954834,2.4090692982148276e-11,651
20,500,1,vanilla_aug,17.301599502563477,7.1218414306640625,122401
20,500,1,shared_aug,4.797662258148193,5.4358666873310924e-11,651
20,500,2,vanilla,28.694419860839844,14.69293212890625,122401
20,500,2,shared,2.843428373336792,1.6763659904661665e-11,651
20,500,2,vanilla_aug,18.267297744750977,7.9665679931640625,122401
20,500,2,shared_aug,2.87162709236145,2.0351475712998557e-11,651
20,500,3,vanilla,25.680593490600586,10.055180549621582,122401
20,500,3,shared,2.551628351211548,1.0844358397377185e-11,651
20,500,3,vanilla_aug,21.33635902404785,5.24478816986084,122401
20,500,3,shared_aug,2.0958120822906494,2.20470586231869e-11,651
20,500,4,vanilla,33.947208404541016,17.01595687866211,122401
20,500,4,shared,1.4861397743225098,1.2329711036873636e-11,651
20,500,4,vanilla_aug,14.064713478088379,9.297751426696777,122401
20,500,4,shared_aug,4.6518940925598145,1.5142494896869252e-11,651
20,1000,0,vanilla,23.232982635498047,19.33138656616211,122401
20,1000,0,shared,4.036462306976318,9.948378058843854e-12,651
20,1000,0,vanilla_aug,14.753349304199219,8.785920143127441,122401
20,1000,0,shared_aug,215.54315185546875,5.737802594163455e-11,651
20,1000,1,vanilla,19.858478546142578,20.781818389892578,122401
20,1000,1,shared,2.775202751159668,2.349679131818938e-11,651
20,1000,1,vanilla_aug,10.907155990600586,6.529699802398682,122401
20,1000,1,shared_aug,1.076474666595459,2.8202287727374653e-11,651
20,1000,2,vanilla,24.10604476928711,22.09126853942871,122401
20,1000,2,shared,1.3070344924926758,1.7230356030850658e-11,651
20,1000,2,vanilla_aug,11.667998313903809,5.696646213531494,122401
20,1000,2,shared_aug,1.002953290939331,1.5956239801662164e-11,651
20,1000,3,vanilla,22.771757125854492,18.4704532623291,122401
20,1000,3,shared,2.950143814086914,1.159490385649331e-11,651
20,1000,3,vanilla_aug,10.198787689208984,6.785166263580322,122401
20,1000,3,shared_aug,4.222967624664307,7.606601112875033e-12,651
20,1000,4,vanilla,29.370433807373047,8.237539291381836,122401
20,1000,4,shared,2.2870607376098633,1.8668764451001962e-11,651
20,1000,4,vanilla_aug,11.80831527709961,6.796807765960693,122401
20,1000,4,shared_aug,3.3436660766601562,1.1059294105497663e-11,651
20,5000,0,vanilla,13.380851745605469,9.851419448852539,122401
20,5000,0,shared,2.574280261993408,1.3134712935347626e-11,651
20,5000,0,vanilla_aug,10.748712539672852,4.583093643188477,122401
20,5000,0,shared_aug,1.8074796199798584,1.7298109125651884e-11,651
20,5000,1,vanilla,15.639394760131836,10.025779724121094,122401
20,5000,1,shared,1.2088888883590698,2.911573759867281e-11,651
20,5000,1,vanilla_aug,11.336164474487305,4.030152320861816,122401
20,5000,1,shared_aug,1.2275145053863525,3.149283264725078e-11,651
20,5000,2,vanilla,12.626367568969727,9.4378023147583,122401
20,5000,2,shared,0.8377495408058167,2.8507394361776406e-11,651
20,5000,2,vanilla_aug,9.552618980407715,3.9335579872131348,122401
20,5000,2,shared_aug,0.5283843874931335,1.3159554002051266e-10,651
20,5000,3,vanilla,12.52541446685791,9.133216857910156,122401
20,5000,3,shared,0.3813994824886322,1.5214211834813085e-11,651
20,5000,3,vanilla_aug,10.6929292678833,4.628416061401367,122401
20,5000,3,shared_aug,0.8419516682624817,2.807916052449677e-11,651
20,5000,4,vanilla,14.05052661895752,10.301817893981934,122401
20,5000,4,shared,0.3600832521915436,2.623101215404322e-11,651
20,5000,4,vanilla_aug,10.564468383789062,4.637022495269775,122401
20,5000,4,shared_aug,1.2654781341552734,7.474950519670287e-11,651
20,10000,0,vanilla,12.17891788482666,7.93716287612915,122401
20,10000,0,shared,2.289447546005249,1.3557197031666135e-11,651
20,10000,0,vanilla_aug,9.759014129638672,3.7461464405059814,122401
20,10000,0,shared_aug,0.3870604932308197,1.622401345213742e-11,651
20,10000,1,vanilla,12.690079689025879,8.414031982421875,122401
20,10000,1,shared,0.9407558441162109,3.5329787706483984e-11,651
20,10000,1,vanilla_aug,9.68783950805664,3.4068801403045654,122401
20,10000,1,shared_aug,1.230139136314392,1.3433751507030411e-11,651
20,10000,2,vanilla,13.582442283630371,8.060174942016602,122401
20,10000,2,shared,0.681613028049469,3.138056134388556e-11,651
20,10000,2,vanilla_aug,10.77194881439209,3.971043348312378,122401
20,10000,2,shared_aug,0.3892737925052643,1.8412356708741306e-11,651
20,10000,3,vanilla,12.405586242675781,7.736461639404297,122401
20,10000,3,shared,0.6529087424278259,1.634095463109997e-11,651
20,10000,3,vanilla_aug,6.357773303985596,2.2514824867248535,122401
20,10000,3,shared_aug,0.45269134640693665,2.4962540715045556e-11,651
20,10000,4,vanilla,12.677886962890625,7.718019008636475,122401
20,10000,4,shared,0.4656009376049042,2.8342040520046297e-11,651
20,10000,4,vanilla_aug,9.805091857910156,3.3400142192840576,122401
20,10000,4,shared_aug,0.6768913865089417,3.101946477457318e-11,651
