n_block,data_size,seed,model,loss,symmetry_error,n_params
5,5000,1,vanilla,0.541289210319519,0.24441277980804443,7801
5,5000,1,shared,0.10512746870517731,2.4298293412050587e-12,651
5,5000,1,vanilla_aug,0.3773159086704254,0.1586107313632965,7801
5,5000,1,shared_aug,0.18523074686527252,1.4184138238948485e-11,651
5,5000,2,vanilla,0.5946399569511414,0.1700645238161087,7801
5,5000,2,shared,0.23672330379486084,7.532034891621908e-12,651
5,5000,2,vanilla_aug,0.29733043909072876,0.11923035234212875,7801
5,5000,2,shared_aug,0.15976208448410034,2.694078814202694e-11,651
5,5000,3,vanilla,0.9103205800056458,0.22659608721733093,7801
5,5000,3,shared,0.27126166224479675,5.251164954256371e-12,651
5,5000,3,vanilla_aug,0.7237814664840698,0.0895385891199112,7801
5,5000,3,shared_aug,0.4314442276954651,5.214524558677658e-12,651
5,5000,4,vanilla,0.6908169984817505,0.15506994724273682,7801
5,5000,4,shared,0.28422844409942627,7.36552485669506e-12,651
5,5000,4,vanilla_aug,0.40582188963890076,0.13189318776130676,7801
5,5000,4,shared_aug,0.20389950275421143,3.0490128651028403e-12,651
5,10000,0,vanilla,0.40320074558258057,0.24497810006141663,7801
5,10000,0,shared,0.3733859360218048,1.1342921046875176e-10,651
5,10000,0,vanilla_aug,0.20115117728710175,0.10016123950481415,7801
5,10000,0,shared_aug,0.08517658710479736,7.572100585440111e-11,651
5,10000,1,vanilla,0.32905369997024536,0.17976215481758118,7801
5,10000,1,shared,0.0684061124920845,2.4131590822817905e-12,651
5,10000,1,vanilla_aug,0.6297736763954163,0.07575757801532745,7801
5,10000,1,shared_aug,0.1486007124185562,1.5360329327918087e-11,651
5,10000,2,vanilla,0.26606231927871704,0.24370010197162628,7801
5,10000,2,shared,0.1960722953081131,8.689908168046934e-12,651
5,10000,2,vanilla_aug,0.3554621636867523,0.12068425118923187,7801
5,10000,2,shared_aug,0.17272531986236572,1.6520836781941384e-11,651
5,10000,3,vanilla,0.3960803747177124,0.2068910300731659,7801
5,10000,3,shared,0.1284114569425583,5.750512479391068e-12,651
5,10000,3,vanilla_aug,0.21981613337993622,0.14619597792625427,7801
5,10000,3,shared_aug,0.1919896900653839,9.556464647397789e-11,651
